dt_gmt8,cum_bankroll
2025-06-29 17:00:00+00:00,63083.86
2025-06-29 17:00:00+00:00,33257.72
2025-06-29 17:00:00+00:00,46094.43
2025-06-29 17:00:00+00:00,61007.82
2025-06-29 17:00:00+00:00,47628.88
2025-06-29 17:00:00+00:00,33564.46
2025-06-29 17:00:00+00:00,33733.33
2025-06-29 17:00:00+00:00,56291.61
2025-06-29 17:00:00+00:00,389657157.73
2025-06-29 17:00:00+00:00,78792.88
2025-06-29 17:00:00+00:00,67067.07
2025-06-29 17:00:00+00:00,64228.32
2025-06-29 17:00:00+00:00,33331.59
2025-06-29 17:00:00+00:00,41120.78
2025-06-29 17:00:00+00:00,30622.69
2025-06-29 17:00:00+00:00,30830.56
2025-06-29 17:00:00+00:00,52254.53
2025-06-29 17:00:00+00:00,48384.38
2025-06-29 17:00:00+00:00,61800.66
2025-06-29 17:00:00+00:00,64922.13
2025-06-29 17:00:00+00:00,62343.60
2025-06-29 17:00:00+00:00,45400.19
2025-06-29 17:00:00+00:00,77432.02
2025-06-29 17:00:00+00:00,80188016.21
2025-06-29 17:00:00+00:00,81243.59
2025-06-29 17:00:00+00:00,56586.68
2025-06-29 17:00:00+00:00,111209.84
2025-06-29 17:00:00+00:00,78654.58
2025-06-29 17:00:00+00:00,63548.55
2025-06-29 17:00:00+00:00,33635.63
2025-06-29 17:00:00+00:00,78314.04
2025-06-29 18:00:00+00:00,53076710.55
2025-06-29 18:00:00+00:00,69825588.95
2025-06-29 18:00:00+00:00,398729208.83
2025-06-29 18:00:00+00:00,83501038.59
2025-06-29 18:30:00+00:00,417170434.74
2025-06-29 18:30:00+00:00,86748616.62
2025-06-29 18:30:00+00:00,86748616.62
2025-06-29 18:30:00+00:00,55372873.67
2025-06-29 18:30:00+00:00,55372873.67
2025-06-29 18:30:00+00:00,72594227.44
2025-06-29 18:30:00+00:00,72594227.44
2025-06-29 18:30:00+00:00,417170434.74
2025-06-29 19:35:00+00:00,83139129.44
2025-06-29 19:35:00+00:00,69046064.71
2025-06-29 19:35:00+00:00,398883178.33
2025-06-29 19:35:00+00:00,52604229.98
