datetime_gmt8,league,league_short,league_flag,league_color,home_name,away_name,odds_1,odds_x,odds_2,league_tier,competition_type,is_future,status,ah_line_home,ah_line_away,ah_odds_home,ah_odds_away,home_score,away_score,has_recommendation,rec_text,line,rec_odds,ev,confidence,kings_call,kings_call_agreement,primary_signal,secondary_signal
2025-09-25 23:10:00,Saudi Arabia Professional League,Saudi Pro,🇸🇦,#006c35,Al Khaleej,Al Taawon,2.2,3.25,2.83,3,league,True,incomplete,-0.25,0.25,1.925,1.925,0,0,False,,0.0,0.0,0.0,,,,,
2025-09-25 23:25:00,Saudi Arabia Professional League,Saudi Pro,🇸🇦,#006c35,Al Shabab,Al Kholood,1.44,4.33,6.0,3,league,True,incomplete,-1.0,1.0,1.925,1.925,0,0,True,Al Kholood +1.0,1.0,1.925,0.2607493262852978,High,,,kings-call,value
2025-09-26 01:30:00,Spain La Liga,La Liga,🇪🇸,#ee8900,CA Osasuna,Elche CF,2.0,3.02,4.47,1,league,True,incomplete,-0.75,0.75,1.925,1.925,0,0,False,,0.0,0.0,0.0,,,,,
2025-09-26 02:00:00,Saudi Arabia Professional League,Saudi Pro,🇸🇦,#006c35,Al Hilal,Al Akhdoud,0.0,0.0,0.0,3,league,True,incomplete,0.0,0.0,1.925,1.925,0,0,False,,0.0,0.0,0.0,,,,,
2025-09-26 03:30:00,Spain La Liga,La Liga,🇪🇸,#ee8900,Real Oviedo,FC Barcelona,9.8,6.05,1.27,1,league,True,incomplete,1.5,-1.5,1.925,1.925,0,0,False,,0.0,0.0,0.0,,,,,
2025-09-26 23:35:00,Saudi Arabia Professional League,Saudi Pro,🇸🇦,#006c35,Al Hazm,Al Ahli,0.0,0.0,0.0,3,league,True,incomplete,0.0,0.0,1.925,1.925,0,0,False,,0.0,0.0,0.0,,,,,
2025-09-26 23:40:00,Saudi Arabia Professional League,Saudi Pro,🇸🇦,#006c35,Dhamk,Al Ittifaq,0.0,0.0,0.0,3,league,True,incomplete,0.0,0.0,1.925,1.925,0,0,False,,0.0,0.0,0.0,,,,,
2025-09-27 02:00:00,Netherlands Eredivisie,Eredivisie,🇳🇱,#ff6200,Twente,Fortuna Sittard,1.52,4.6,5.1,2,league,True,incomplete,-1.0,1.0,1.925,1.925,0,0,True,Fortuna Sittard +1.0,1.0,1.925,0.1805727928238426,High,,,kings-call,value
2025-09-27 02:00:00,Saudi Arabia Professional League,Saudi Pro,🇸🇦,#006c35,Al Ittihad,Al Nassr,0.0,0.0,0.0,3,league,True,incomplete,0.0,0.0,1.925,1.925,0,0,False,,0.0,0.0,0.0,,,,,
2025-09-27 02:30:00,Germany Bundesliga,Bundesliga,🇩🇪,#d20515,Bayern München,Werder Bremen,1.08,12.0,19.0,1,league,True,incomplete,-2.0,2.0,1.925,1.925,0,0,True,Werder Bremen +2.0,2.0,1.925,0.5603624058109327,High,,,kings-call,value
2025-09-27 02:45:00,France Ligue 1,Ligue 1,🇫🇷,#dae025,Strasbourg,Olympique Marseille,3.63,3.68,1.91,1,league,True,incomplete,0.5,-0.5,1.925,1.925,0,0,True,Olympique Marseille -0.5,-0.5,1.925,0.1271292972119195,High,,,hot-pick,value
2025-09-27 03:00:00,Spain La Liga,La Liga,🇪🇸,#ee8900,Girona FC,RCD Espanyol,0.0,0.0,0.0,1,league,True,incomplete,0.0,0.0,1.925,1.925,0,0,False,,0.0,0.0,0.0,,,,,
2025-09-27 03:00:00,England Championship,Championship,🏴󠁧󠁢󠁥󠁮󠁧󠁿,#004225,West Bromwich Albion,Leicester City,2.19,3.29,3.23,2,league,True,incomplete,-0.25,0.25,1.925,1.925,0,0,False,,0.0,0.0,0.0,,,,,
2025-09-27 03:15:00,Portugal Liga NOS,Liga NOS,🇵🇹,#046a38,Benfica,Gil Vicente,1.11,8.5,28.0,2,league,True,incomplete,-2.0,2.0,1.925,1.925,0,0,True,Gil Vicente +2.0,2.0,1.925,0.6044489667108242,High,,,kings-call,value
2025-09-27 15:00:00,Japan J1 League,J1 League,🇯🇵,#e60012,Machida Zelvia,Fagiano Okayama,1.55,3.9,5.4,3,league,True,incomplete,-1.0,1.0,1.925,1.925,0,0,True,Fagiano Okayama +1.0,1.0,1.925,0.2607493262852978,High,,,kings-call,value
2025-09-27 16:00:00,Japan J1 League,J1 League,🇯🇵,#e60012,Nagoya Grampus,Kashima Antlers,2.48,3.35,2.6,3,league,True,incomplete,0.0,-0.0,1.925,1.925,0,0,False,,0.0,0.0,0.0,,,,,
2025-09-27 16:00:00,Japan J1 League,J1 League,🇯🇵,#e60012,Gamba Osaka,Albirex Niigata,1.72,3.85,4.1,3,league,True,incomplete,-0.75,0.75,1.925,1.925,0,0,True,Albirex Niigata +0.75,0.75,1.925,0.1139515332174082,High,,,hot-pick,value
2025-09-27 17:00:00,Japan J1 League,J1 League,🇯🇵,#e60012,Tokyo Verdy,Urawa Reds,2.45,3.15,2.75,3,league,True,incomplete,0.0,-0.0,1.925,1.925,0,0,False,,0.0,0.0,0.0,,,,,
2025-09-27 17:00:00,Japan J1 League,J1 League,🇯🇵,#e60012,Avispa Fukuoka,Sanfrecce Hiroshima,3.8,3.25,1.94,3,league,True,incomplete,0.5,-0.5,1.925,1.925,0,0,False,,0.0,0.0,0.0,,,,,
2025-09-27 18:00:00,Japan J1 League,J1 League,🇯🇵,#e60012,Vissel Kobe,Shimizu S-Pulse,1.48,4.25,5.6,3,league,True,incomplete,-1.0,1.0,1.925,1.925,0,0,True,Shimizu S-Pulse +1.0,1.0,1.925,0.2186509988732733,High,,,kings-call,value
2025-09-27 19:30:00,England Championship,Championship,🏴󠁧󠁢󠁥󠁮󠁧󠁿,#004225,Swansea City,Millwall,2.14,3.18,3.47,2,league,True,incomplete,-0.5,0.5,1.925,1.925,0,0,False,,0.0,0.0,0.0,,,,,
2025-09-27 19:30:00,England Championship,Championship,🏴󠁧󠁢󠁥󠁮󠁧󠁿,#004225,Wrexham,Derby County,2.17,3.32,3.23,2,league,True,incomplete,-0.25,0.25,1.925,1.925,0,0,True,Derby County +0.25,0.25,1.925,0.1269419546209967,High,,,hot-pick,value
2025-09-27 19:30:00,England Championship,Championship,🏴󠁧󠁢󠁥󠁮󠁧󠁿,#004225,Coventry City,Birmingham City,2.1,3.37,3.37,2,league,True,incomplete,-0.5,0.5,1.925,1.925,0,0,False,,0.0,0.0,0.0,,,,,
